code,valid intentions,gpt intentions
"public void testIOData() throws Exception {
        byte[] source = new byte[] { 1, 1, 1, 1 };

        ByteArrayOutputStream out = new ByteArrayOutputStream();
        OtrOutputStream oos = new OtrOutputStream(out);
        oos.writeData(source);
        oos.close();

        byte[] converted = out.toByteArray();

        ByteArrayInputStream bin = new ByteArrayInputStream(converted);
        OtrInputStream ois = new OtrInputStream(bin);
        byte[] result = ois.readData();
        ois.close();

        assertTrue(java.util.Arrays.equals(source, result));
    }","[('4', 'acquire', 'out'), ('5', 'acquire', 'oos'), ('7', 'release', 'oos'), ('11', 'acquire', 'bin'), ('12', 'acquire', 'ois'), ('14', 'release', 'ois')]","[(4, 'acquire', 'out', 'ByteArrayOutputStream'), (5, 'acquire', 'oos', 'OtrOutputStream'), (7, 'release', 'oos', 'OtrOutputStream'), (11, 'acquire', 'bin', 'ByteArrayInputStream'), (12, 'acquire', 'ois', 'OtrInputStream'), (14, 'release', 'ois', 'OtrInputStream')]"
"public void testIOBigInt() throws Exception {
        KeyPair pair = new OtrCryptoEngineImpl().generateDHKeyPair();
        BigInteger source = ((DHPublicKey) pair.getPublic()).getY();
        ByteArrayOutputStream out = new ByteArrayOutputStream();
        OtrOutputStream oos = new OtrOutputStream(out);
        oos.writeBigInt(source);


        byte[] converted = out.toByteArray();

        ByteArrayInputStream bin = new ByteArrayInputStream(converted);
        OtrInputStream ois = new OtrInputStream(bin);
        BigInteger result = ois.readBigInt();


        assertTrue(source.compareTo(result) == 0);
    }","[('4', 'acquire', 'ByteArrayOutputStream'), ('5', 'acquire', 'OtrOutputStream'), ('11', 'acquire', 'ByteArrayInputStream'), ('12', 'acquire', 'OtrInputStream')]","[(4, 'acquire', 'out', 'ByteArrayOutputStream'), (5, 'acquire', 'oos', 'OtrOutputStream'), (11, 'acquire', 'bin', 'ByteArrayInputStream'), (12, 'acquire', 'ois', 'OtrInputStream')]"
"public void testIOBigInt() throws Exception {

        KeyPair pair = new OtrCryptoEngineImpl().generateDHKeyPair();
        BigInteger source = ((DHPublicKey) pair.getPublic()).getY();

        ByteArrayOutputStream out = new ByteArrayOutputStream();
        OtrOutputStream oos = new OtrOutputStream(out);
        oos.writeBigInt(source);
        oos.close();

        byte[] converted = out.toByteArray();

        ByteArrayInputStream bin = new ByteArrayInputStream(converted);
        OtrInputStream ois = new OtrInputStream(bin);
        BigInteger result = ois.readBigInt();
        ois.close();

        assertTrue(source.compareTo(result) == 0);
    }","[('6', 'acquire', 'ByteArrayOutputStream'), ('7', 'acquire', 'OtrOutputStream'), ('9', 'release', 'OtrOutputStream'), ('13', 'acquire', 'ByteArrayInputStream'), ('14', 'acquire', 'OtrInputStream'), ('16', 'release', 'OtrInputStream')]","[(6, 'acquire', 'out', 'ByteArrayOutputStream'), (7, 'acquire', 'oos', 'OtrOutputStream'), (9, 'release', 'oos', 'OtrOutputStream'), (13, 'acquire', 'bin', 'ByteArrayInputStream'), (14, 'acquire', 'ois', 'OtrInputStream'), (16, 'release', 'ois', 'OtrInputStream')]"
"public void testIODHPublicKey() throws Exception {
        KeyPair pair = new OtrCryptoEngineImpl().generateDHKeyPair();
        DHPublicKey source = (DHPublicKey) pair.getPublic();
        ByteArrayOutputStream out = new ByteArrayOutputStream();
        OtrOutputStream oos = new OtrOutputStream(out);
        oos.writeDHPublicKey(source);


        byte[] converted = out.toByteArray();

        ByteArrayInputStream bin = new ByteArrayInputStream(converted);
        OtrInputStream ois = new OtrInputStream(bin);
        DHPublicKey result = ois.readDHPublicKey();


        assertTrue(source.getY().compareTo(result.getY()) == 0);
    }","[('4', 'acquire', 'out'), ('5', 'acquire', 'oos'), ('11', 'acquire', 'bin'), ('12', 'acquire', 'ois')]","[(2, 'acquire', 'pair', 'KeyPair'), (4, 'acquire', 'out', 'ByteArrayOutputStream'), (5, 'acquire', 'oos', 'OtrOutputStream'), (11, 'acquire', 'bin', 'ByteArrayInputStream'), (12, 'acquire', 'ois', 'OtrInputStream')]"
"public void testIODHPublicKey() throws Exception {
        KeyPair pair = new OtrCryptoEngineImpl().generateDHKeyPair();

        DHPublicKey source = (DHPublicKey) pair.getPublic();

        ByteArrayOutputStream out = new ByteArrayOutputStream();
        OtrOutputStream oos = new OtrOutputStream(out);
        oos.writeDHPublicKey(source);
        oos.close();

        byte[] converted = out.toByteArray();

        ByteArrayInputStream bin = new ByteArrayInputStream(converted);
        OtrInputStream ois = new OtrInputStream(bin);
        DHPublicKey result = ois.readDHPublicKey();
        ois.close();

        assertTrue(source.getY().compareTo(result.getY()) == 0);
    }","[('6', 'acquire', 'out'), ('7', 'acquire', 'oos'), ('9', 'release', 'oos'), ('13', 'acquire', 'bin'), ('14', 'acquire', 'ois'), ('16', 'release', 'ois')]","[(2, 'acquire', 'pair', 'KeyPair'), (4, 'acquire', 'source', 'DHPublicKey'), (6, 'acquire', 'out', 'ByteArrayOutputStream'), (7, 'acquire', 'oos', 'OtrOutputStream'), (9, 'release', 'oos', 'OtrOutputStream'), (11, 'acquire', 'converted', 'byte[]'), (13, 'acquire', 'bin', 'ByteArrayInputStream'), (14, 'acquire', 'ois', 'OtrInputStream'), (15, 'acquire', 'result', 'DHPublicKey'), (16, 'release', 'ois', 'OtrInputStream')]"
"    public static byte[] toByteArray(MysteriousT t) throws IOException {
        ByteArrayOutputStream out = new ByteArrayOutputStream();
        OtrOutputStream oos = new OtrOutputStream(out);
        oos.writeMysteriousT(t);
        byte[] b = out.toByteArray();
        out.close();

        return b;
    }","[('2', 'acquire', 'out'), ('3', 'acquire', 'oos'), ('6', 'release', 'out')]","[(2, 'acquire', 'out', 'ByteArrayOutputStream'), (3, 'acquire', 'oos', 'OtrOutputStream'), (6, 'release', 'out', 'ByteArrayOutputStream')]"
"    public static byte[] toByteArray(SignatureX x) throws IOException {
        ByteArrayOutputStream out = new ByteArrayOutputStream();
        OtrOutputStream oos = new OtrOutputStream(out);
        oos.writeMysteriousX(x);
        byte[] b = out.toByteArray();
        oos.close();
        return b;
    }
","[('2', 'acquire', 'out'), ('3', 'acquire', 'oos'), ('6', 'release', 'oos')]","[(2, 'acquire', 'out', 'ByteArrayOutputStream'), (3, 'acquire', 'oos', 'OtrOutputStream'), (6, 'release', 'oos', 'OtrOutputStream')]"
" public static byte[] writeData(byte[] b) throws IOException {
        ByteArrayOutputStream out = new ByteArrayOutputStream();
        OtrOutputStream oos = new OtrOutputStream(out);
        oos.writeData(b);
        byte[] otrb = out.toByteArray();
        out.close();
        return otrb;
    }","[('2', 'acquire', 'out'), ('3', 'acquire', 'oos'), ('6', 'release', 'out')]","[(2, 'acquire', 'out', 'ByteArrayOutputStream'), (3, 'acquire', 'oos', 'OtrOutputStream'), (6, 'release', 'out', 'ByteArrayOutputStream')]"
"    public static byte[] writeData(byte[] b) throws IOException {
        ByteArrayOutputStream out = new ByteArrayOutputStream();
        OtrOutputStream oos = new OtrOutputStream(out);
        oos.writeData(b);
        byte[] otrb = out.toByteArray();
        out.close();
        oos.close();
        return otrb;
    }
","[('2', 'acquire', 'out'), ('3', 'acquire', 'oos'), ('6', 'release', 'out'), ('7', 'release', 'oos')]","[(2, 'acquire', 'out', 'ByteArrayOutputStream'), (3, 'acquire', 'oos', 'OtrOutputStream'), (6, 'release', 'out', 'ByteArrayOutputStream'), (7, 'release', 'oos', 'OtrOutputStream')]"
"public void testIOShort() throws Exception {
        int source = 10;
        ByteArrayOutputStream out = new ByteArrayOutputStream();
        OtrOutputStream oos = new OtrOutputStream(out);
        oos.writeShort(source);


        byte[] converted = out.toByteArray();

        ByteArrayInputStream bin = new ByteArrayInputStream(converted);
        OtrInputStream ois = new OtrInputStream(bin);
        int result = ois.readShort();


        assertEquals(source, result);
    }","[('3', 'acquire', 'out'), ('4', 'acquire', 'oos'), ('10', 'acquire', 'bin'), ('11', 'acquire', 'ois')]","[(3, 'acquire', 'out', 'ByteArrayOutputStream'), (4, 'acquire', 'oos', 'OtrOutputStream'), (10, 'acquire', 'bin', 'ByteArrayInputStream'), (11, 'acquire', 'ois', 'OtrInputStream')]"
"public void testIOShort() throws Exception {
        int source = 10;

        ByteArrayOutputStream out = new ByteArrayOutputStream();
        OtrOutputStream oos = new OtrOutputStream(out);
        oos.writeShort(source);
        oos.close();

        byte[] converted = out.toByteArray();

        ByteArrayInputStream bin = new ByteArrayInputStream(converted);
        OtrInputStream ois = new OtrInputStream(bin);
        int result = ois.readShort();
        ois.close();

        assertEquals(source, result);
    }","[('4', 'acquire', 'out'), ('5', 'acquire', 'oos'), ('7', 'release', 'oos'), ('11', 'acquire', 'bin'), ('12', 'acquire', 'ois'), ('14', 'release', 'ois')]","[(4, 'acquire', 'out', 'ByteArrayOutputStream'), (5, 'acquire', 'oos', 'OtrOutputStream'), (7, 'release', 'oos', 'OtrOutputStream'), (11, 'acquire', 'bin', 'ByteArrayInputStream'), (12, 'acquire', 'ois', 'OtrInputStream'), (14, 'release', 'ois', 'OtrInputStream')]"
"public void testIOData() throws Exception {
        byte[] source = new byte[] { 1, 1, 1, 1 };
        ByteArrayOutputStream out = new ByteArrayOutputStream();
        OtrOutputStream oos = new OtrOutputStream(out);
        oos.writeData(source);


        byte[] converted = out.toByteArray();

        ByteArrayInputStream bin = new ByteArrayInputStream(converted);
        OtrInputStream ois = new OtrInputStream(bin);
        byte[] result = ois.readData();


        assertTrue(java.util.Arrays.equals(source, result));
    }","[('3', 'acquire', 'out'), ('4', 'acquire', 'oos'), ('10', 'acquire', 'bin'), ('11', 'acquire', 'ois')]","[(3, 'acquire', 'out', 'ByteArrayOutputStream'), (4, 'acquire', 'oos', 'OtrOutputStream'), (10, 'acquire', 'bin', 'ByteArrayInputStream'), (11, 'acquire', 'ois', 'OtrInputStream')]"
"public void testIOData() throws Exception {
        byte[] source = new byte[] { 1, 1, 1, 1 };

        ByteArrayOutputStream out = new ByteArrayOutputStream();
        OtrOutputStream oos = new OtrOutputStream(out);
        oos.writeData(source);
        oos.close();

        byte[] converted = out.toByteArray();

        ByteArrayInputStream bin = new ByteArrayInputStream(converted);
        OtrInputStream ois = new OtrInputStream(bin);
        byte[] result = ois.readData();
        ois.close();

        assertTrue(java.util.Arrays.equals(source, result));
    }","[('4', 'acquire', 'out'), ('5', 'acquire', 'oos'), ('7', 'release', 'out'), ('11', 'acquire', 'bin'), ('12', 'acquire', 'ois'), ('14', 'release', 'ois')]","[(4, 'acquire', 'out', 'ByteArrayOutputStream'), (5, 'acquire', 'oos', 'OtrOutputStream'), (7, 'release', 'oos', 'OtrOutputStream'), (11, 'acquire', 'bin', 'ByteArrayInputStream'), (12, 'acquire', 'ois', 'OtrInputStream'), (14, 'release', 'ois', 'OtrInputStream')]"
"public void testIOBigInt() throws Exception {
        KeyPair pair = new OtrCryptoEngineImpl().generateDHKeyPair();
        BigInteger source = ((DHPublicKey) pair.getPublic()).getY();
        ByteArrayOutputStream out = new ByteArrayOutputStream();
        OtrOutputStream oos = new OtrOutputStream(out);
        oos.writeBigInt(source);


        byte[] converted = out.toByteArray();

        ByteArrayInputStream bin = new ByteArrayInputStream(converted);
        OtrInputStream ois = new OtrInputStream(bin);
        BigInteger result = ois.readBigInt();

        assertTrue(source.compareTo(result) == 0);
    }","[('4', 'acquire', 'out'), ('5', 'acquire', 'oos'), ('11', 'acquire', 'bin'), ('12', 'acquire', 'ois')]","[(4, 'acquire', 'out', 'ByteArrayOutputStream'), (5, 'acquire', 'oos', 'OtrOutputStream'), (11, 'acquire', 'bin', 'ByteArrayInputStream'), (12, 'acquire', 'ois', 'OtrInputStream')]"
"public void testIOBigInt() throws Exception {

        KeyPair pair = new OtrCryptoEngineImpl().generateDHKeyPair();
        BigInteger source = ((DHPublicKey) pair.getPublic()).getY();

        ByteArrayOutputStream out = new ByteArrayOutputStream();
        OtrOutputStream oos = new OtrOutputStream(out);
        oos.writeBigInt(source);
        oos.close();

        byte[] converted = out.toByteArray();

        ByteArrayInputStream bin = new ByteArrayInputStream(converted);
        OtrInputStream ois = new OtrInputStream(bin);
        BigInteger result = ois.readBigInt();
        ois.close();

        assertTrue(source.compareTo(result) == 0);
    }","[('6', 'acquire', 'out'), ('7', 'acquire', 'oos'), ('9', 'release', 'oos'), ('13', 'acquire', 'bin'), ('14', 'acquire', 'ois'), ('16', 'release', 'ois')]","[(6, 'acquire', 'out', 'ByteArrayOutputStream'), (7, 'acquire', 'oos', 'OtrOutputStream'), (9, 'release', 'oos', 'OtrOutputStream'), (13, 'acquire', 'bin', 'ByteArrayInputStream'), (14, 'acquire', 'ois', 'OtrInputStream'), (16, 'release', 'ois', 'OtrInputStream')]"
"public void testIODHPublicKey() throws Exception {
        KeyPair pair = new OtrCryptoEngineImpl().generateDHKeyPair();
        DHPublicKey source = (DHPublicKey) pair.getPublic();
        ByteArrayOutputStream out = new ByteArrayOutputStream();
        OtrOutputStream oos = new OtrOutputStream(out);
        oos.writeDHPublicKey(source);

        byte[] converted = out.toByteArray();

        ByteArrayInputStream bin = new ByteArrayInputStream(converted);
        OtrInputStream ois = new OtrInputStream(bin);
        DHPublicKey result = ois.readDHPublicKey();

        assertTrue(source.getY().compareTo(result.getY()) == 0);
    }","[('4', 'acquire', 'out'), ('5', 'acquire', 'OtrOutputStream'), ('10', 'acquire', 'bin'), ('11', 'acquire', 'ois')]","[(2, 'acquire', 'pair', 'KeyPair'), (4, 'acquire', 'out', 'ByteArrayOutputStream'), (5, 'acquire', 'oos', 'OtrOutputStream'), (10, 'acquire', 'bin', 'ByteArrayInputStream'), (11, 'acquire', 'ois', 'OtrInputStream')]"
"public void testIODHPublicKey() throws Exception {
        KeyPair pair = new OtrCryptoEngineImpl().generateDHKeyPair();

        DHPublicKey source = (DHPublicKey) pair.getPublic();

        ByteArrayOutputStream out = new ByteArrayOutputStream();
        OtrOutputStream oos = new OtrOutputStream(out);
        oos.writeDHPublicKey(source);
        oos.close();

        byte[] converted = out.toByteArray();

        ByteArrayInputStream bin = new ByteArrayInputStream(converted);
        OtrInputStream ois = new OtrInputStream(bin);
        DHPublicKey result = ois.readDHPublicKey();
        ois.close();

        assertTrue(source.getY().compareTo(result.getY()) == 0);
    }","[('6', 'acquire', 'out'), ('7', 'acquire', 'oos'), ('9', 'release', 'oos'), ('13', 'acquire', 'bin'), ('14', 'acquire', 'ois'), ('16', 'release', 'ois')]","[(6, 'acquire', 'out', 'ByteArrayOutputStream'), (7, 'acquire', 'oos', 'OtrOutputStream'), (9, 'release', 'oos', 'OtrOutputStream'), (13, 'acquire', 'bin', 'ByteArrayInputStream'), (14, 'acquire', 'ois', 'OtrInputStream'), (16, 'release', 'ois', 'OtrInputStream')]"
"private void checkOutgoing() throws MessagingException {
            if (!(account.getRemoteStore() instanceof WebDavStore)) {
                publishProgress(R.string.account_setup_check_settings_check_outgoing_msg);
            }
            Transport transport = Transport.getInstance(K9.app, account);
            transport.close();
            transport.open();
            transport.close();
           
        }","[('5', 'acquire', 'transport'), ('6', 'release', 'transport'), ('7', 'acquire', 'transport'), ('8', 'release', 'transport')]","[(5, 'acquire', 'transport', 'Transport'), (6, 'release', 'transport', 'Transport'), (8, 'release', 'transport', 'Transport')]"
"private void checkOutgoing() throws MessagingException {
            if (!(account.getRemoteStore() instanceof WebDavStore)) {
                publishProgress(R.string.account_setup_check_settings_check_outgoing_msg);
            }
            Transport transport = Transport.getInstance(K9.app, account);
            transport.close();
          
            try {
                transport.open();
            } finally {
                transport.close();
            }
        }","[('5', 'acquire', 'transport'), ('6', 'release', 'transport'), ('9', 'acquire', 'transport'), ('11', 'release', 'transport')]","[(5, 'acquire', 'transport', 'Transport'), (6, 'release', 'transport', 'Transport'), (9, 'acquire', 'transport', 'Transport'), (11, 'release', 'transport', 'Transport')]"
"private Bitmap getPreviewIcon() {
        try {
            return BitmapFactory.decodeStream(
                       mContext.getContentResolver().openInputStream(
                           AttachmentProvider.getAttachmentThumbnailUri(mAccount,
                                   part.getAttachmentId(),
                                   62,
                                   62)));
        } catch (Exception e) {
            /*
             * We don't care what happened, we just return null for the preview icon.
             */
            return null;
        }
    }","[('4', 'acquire', 'input stream')]","[(4, 'acquire', 'InputStream', 'InputStream')]"
"private Bitmap getPreviewIcon() {
        Bitmap icon = null;
        try {
            InputStream input = mContext.getContentResolver().openInputStream(
                           AttachmentProvider.getAttachmentThumbnailUri(mAccount,
                                   part.getAttachmentId(),
                                   62,
                                   62));
            icon = BitmapFactory.decodeStream(input);
            input.close();
        } catch (Exception e) {
            /*
             * We don't care what happened, we just return null for the preview icon.
             */
        }
        return icon;
    }","[('4', 'acquire', 'InputStream'), ('10', 'release', 'InputStream')]","[(4, 'acquire', 'input', 'InputStream'), (10, 'release', 'input', 'InputStream')]"
"public InputStream getAttachmentInputStream(final String attachmentId) throws MessagingException {
        return database.execute(false, new DbCallback<InputStream>() {
            @Override
            public InputStream doDbWork(final SQLiteDatabase db) throws WrappedException {
                Cursor cursor = db.query(""message_parts"",
                        new String[] { ""data_location"", ""data"", ""encoding"" },
                        ""id = ?"",
                        new String[] { attachmentId },
                        null, null, null);
                try {
                    if (!cursor.moveToFirst()) {
                        return null;
                    }

                    int location = cursor.getInt(0);
                    String encoding = cursor.getString(2);

                    InputStream rawInputStream = getRawAttachmentInputStream(cursor, location, attachmentId);
                    return getDecodingInputStream(rawInputStream, encoding);
                } finally {
                    cursor.close();
                }
            }
        });
    }",[],"[(5, 'acquire', 'cursor', 'Cursor'), (18, 'acquire', 'rawInputStream', 'InputStream'), (21, 'release', 'cursor', 'Cursor')]"
"public InputStream getAttachmentInputStream(final String attachmentId) throws MessagingException {
        return database.execute(false, new DbCallback<InputStream>() {
            @Override
            public InputStream doDbWork(final SQLiteDatabase db) throws WrappedException {
                Cursor cursor = db.query(""message_parts"",
                        new String[] { ""data_location"", ""data"", ""encoding"" },
                        ""id = ?"",
                        new String[] { attachmentId },
                        null, null, null);
                try {
                    if (!cursor.moveToFirst()) {
                        return null;
                    }

                    int location = cursor.getInt(0);
                    String encoding = cursor.getString(2);

                    InputStream rawInputStream = getRawAttachmentInputStream(cursor, location, attachmentId);
                    return getDecodingInputStream(rawInputStream, encoding);
                } finally {
                    cursor.close();
                }
            }
        });
    }",[],"[(5, 'acquire', 'cursor', 'Cursor'), (18, 'acquire', 'rawInputStream', 'InputStream'), (21, 'release', 'cursor', 'Cursor')]"
"    public void finish() {
        mIsRunning = false;
        mTranscriptScreen.finish();
        if (mFinishCallback != null) {
            mFinishCallback.onSessionFinish(this);
        }
    }
","[('3', 'release', 'mTranscriptScreen')]","[(4, 'check', 'mFinishCallback', 'mFinishCallback')]"
"    public void finish() {
        mIsRunning = false;
        mTranscriptScreen.finish();

        // Stop the reader and writer threads, and close the I/O streams
        mWriterHandler.sendEmptyMessage(FINISH);
        try {
            mTermIn.close();
            mTermOut.close();
        } catch (IOException e) {
            // We don't care if this fails
        }

        if (mFinishCallback != null) {
            mFinishCallback.onSessionFinish(this);
        }
    }
",[],"[(8, 'release', 'mTermIn', 'mTermIn'), (9, 'release', 'mTermOut', 'mTermOut'), (14, 'check', 'mFinishCallback', 'mFinishCallback')]"
"    public static HNFeed getLastHNFeed() {
        try {
            ObjectInputStream obj = new ObjectInputStream(new FileInputStream(getLastHNFeedFilePath()));
            Object rawHNFeed = obj.readObject();
            if (rawHNFeed instanceof HNFeed)
                return (HNFeed) rawHNFeed;
        } catch (Exception e) {
            Log.e(TAG, ""Could not get last HNFeed from file :("", e);
        }
        return null;
    }
","[('3', 'acquire', 'FileInputStream'), ('3', 'acquire', 'ObjectInputStream')]","[(3, 'acquire', 'obj', 'ObjectInputStream')]"
"    public static HNFeed getLastHNFeed() {
    	ObjectInputStream obj = null;
        try {
            obj = new ObjectInputStream(new FileInputStream(getLastHNFeedFilePath()));
            Object rawHNFeed = obj.readObject();
            if (rawHNFeed instanceof HNFeed)
                return (HNFeed) rawHNFeed;
        } catch (Exception e) {
            Log.e(TAG, ""Could not get last HNFeed from file :("", e);
        } finally {
        	if (obj!=null){
        		try {
					obj.close();
				} catch (IOException e) {
		            Log.e(TAG, ""Couldn't close last NH feed file :("", e);
				}
        	}
        }
        return null;
    }
","[('4', 'acquire', 'ObjectInputStream'), ('4', 'acquire', 'FileInputStream'), ('11', 'check', 'ObjectInputStream'), ('13', 'release', 'ObjectInputStream')]","[(4, 'acquire', 'obj', 'ObjectInputStream'), (11, 'check', 'obj', 'ObjectInputStream'), (13, 'release', 'obj', 'ObjectInputStream')]"
"    public static HNPostComments getLastHNPostComments(String postID) {
        try {
            ObjectInputStream obj = new ObjectInputStream(new FileInputStream(getLastHNPostCommentsPath(postID)));
            Object rawHNComments = obj.readObject();
            if (rawHNComments instanceof HNPostComments)
                return (HNPostComments) rawHNComments;
        } catch (Exception e) {
            Log.e(TAG, ""Could not get last HNPostComments from file :("", e);
        }
        return null;
    }
","[('3', 'acquire', 'FileInputStream'), ('3', 'acquire', 'ObjectInputStream')]","[(3, 'acquire', 'obj', 'ObjectInputStream')]"
"    public static HNPostComments getLastHNPostComments(String postID) {
    	ObjectInputStream obj = null;
        try {
            obj = new ObjectInputStream(new FileInputStream(getLastHNPostCommentsPath(postID)));
            Object rawHNComments = obj.readObject();
            if (rawHNComments instanceof HNPostComments)
                return (HNPostComments) rawHNComments;
        } catch (Exception e) {
            Log.e(TAG, ""Could not get last HNPostComments from file :("", e);
        } finally {
        	if (obj!=null){
        		try {
					obj.close();
				} catch (IOException e) {
		            Log.e(TAG, ""Couldn't close last NH comments file :("", e);
				}
        	}
        }
        return null;
    }
","[('4', 'acquire', 'ObjectInputStream'), ('4', 'acquire', 'FileInputStream'), ('11', 'check', 'ObjectInputStream'), ('13', 'release', 'ObjectInputStream')]","[(4, 'acquire', 'obj', 'ObjectInputStream'), (11, 'check', 'obj', 'ObjectInputStream'), (13, 'release', 'obj', 'ObjectInputStream')]"
"    public static void setLastHNFeed(HNFeed hnFeed) {
        try {
            ObjectOutputStream os = new ObjectOutputStream(new FileOutputStream(getLastHNFeedFilePath()));
            os.writeObject(hnFeed);
        } catch (Exception e) {
            Log.e(TAG, ""Could not save last HNFeed to file :("", e);
        }
    }
","[('3', 'acquire', 'FileOutputStream'), ('3', 'acquire', 'ObjectOutputStream')]","[(3, 'acquire', 'os', 'ObjectOutputStream')]"
"    public static void setLastHNFeed(HNFeed hnFeed) {
    	ObjectOutputStream os = null;
        try {
            os = new ObjectOutputStream(new FileOutputStream(getLastHNFeedFilePath()));
            os.writeObject(hnFeed);
        } catch (Exception e) {
            Log.e(TAG, ""Could not save last HNFeed to file :("", e);
        } finally {
        	if (os!=null){
        		try {
					os.close();
				} catch (IOException e) {
		            Log.e(TAG, ""Couldn't close last NH feed file :("", e);
		        }
        	}
        }
    }
","[('4', 'acquire', 'FileOutputStream'), ('4', 'acquire', 'os'), ('9', 'check', 'os'), ('11', 'release', 'os')]","[(4, 'acquire', 'os', 'ObjectOutputStream'), (9, 'check', 'os', 'ObjectOutputStream'), (11, 'release', 'os', 'ObjectOutputStream')]"
"    public static void setLastHNPostComments(HNPostComments comments, String postID) {
        try {
            ObjectOutputStream os = new ObjectOutputStream(new FileOutputStream(getLastHNPostCommentsPath(postID)));
            os.writeObject(comments);
        } catch (Exception e) {
            Log.e(TAG, ""Could not save last HNPostComments to file :("", e);
        }
    }
","[('3', 'acquire', 'FileOutputStream'), ('3', 'acquire', 'FileOutputStream')]","[(3, 'acquire', 'os', 'ObjectOutputStream')]"
"    public static void setLastHNPostComments(HNPostComments comments, String postID) {
    	ObjectOutputStream os = null;
        try {
            os = new ObjectOutputStream(new FileOutputStream(getLastHNPostCommentsPath(postID)));
            os.writeObject(comments);
        } catch (Exception e) {
            Log.e(TAG, ""Could not save last HNPostComments to file :("", e);
        } finally {
        	if (os!=null){
        		try {
					os.close();
				} catch (IOException e) {
		            Log.e(TAG, ""Couldn't close last NH comments file :("", e);
		        }
        	}
        }
    }
","[('4', 'acquire', 'os'), ('9', 'check', 'os'), ('11', 'release', 'os')]","[(4, 'acquire', 'os', 'ObjectOutputStream'), (9, 'check', 'os', 'ObjectOutputStream'), (11, 'release', 'os', 'ObjectOutputStream')]"
"private void checkOutgoing() throws MessagingException {
            if (!(account.getRemoteStore() instanceof WebDavStore)) {
                publishProgress(R.string.account_setup_check_settings_check_outgoing_msg);
            }
            Transport transport = Transport.getInstance(K9.app, account);
            transport.close();
            transport.open();
            transport.close();
        }","[('5', 'acquire', 'transport'), ('6', 'release', 'transport'), ('7', 'acquire', 'transport'), ('8', 'release', 'transport')]","[(5, 'acquire', 'transport', 'Transport'), (6, 'release', 'transport', 'Transport'), (8, 'release', 'transport', 'Transport')]"
"private void checkOutgoing() throws MessagingException {
            if (!(account.getRemoteStore() instanceof WebDavStore)) {
                publishProgress(R.string.account_setup_check_settings_check_outgoing_msg);
            }
            Transport transport = Transport.getInstance(K9.app, account);
            transport.close();
            try {
                transport.open();
            } finally {
                transport.close();
            }
        }","[('5', 'acquire', 'transport'), ('6', 'release', 'transport'), ('9', 'acquire', 'transport'), ('11', 'release', 'transport')]","[(5, 'acquire', 'transport', 'Transport'), (6, 'release', 'transport', 'Transport'), (8, 'acquire', 'transport', 'Transport'), (10, 'release', 'transport', 'Transport')]"
"    public void finish() {
        mIsRunning = false;
        mTranscriptScreen.finish();
        if (mFinishCallback != null) {
            mFinishCallback.onSessionFinish(this);
        }
    }
","[('3', 'release', 'mTranscriptScreen')]","[(4, 'check', 'mFinishCallback', 'mFinishCallback')]"
"    public void finish() {
        mIsRunning = false;
        mTranscriptScreen.finish();

        // Stop the reader and writer threads, and close the I/O streams
        mWriterHandler.sendEmptyMessage(FINISH);
        try {
            mTermIn.close();
            mTermOut.close();
        } catch (IOException e) {
            // We don't care if this fails
        }

        if (mFinishCallback != null) {
            mFinishCallback.onSessionFinish(this);
        }
    }
",[],"[(8, 'release', 'mTermIn', 'mTermIn'), (9, 'release', 'mTermOut', 'mTermOut'), (14, 'check', 'mFinishCallback', 'mFinishCallback')]"
"@Override
            public void run() {
                try {
                    Multipart multipartEncryptedMultipart = (Multipart) currentlyDecrypringOrVerifyingPart.getBody();
                    BodyPart encryptionPayloadPart = multipartEncryptedMultipart.getBodyPart(1);
                    Body encryptionPayloadBody = encryptionPayloadPart.getBody();
                    encryptionPayloadBody.writeTo(out);
                } catch (Exception e) {
                    Log.e(K9.LOG_TAG, ""Exception while writing message to crypto provider"", e);
                }
            }",[],[]
"@Override
            public void run() {
                try {
                    Multipart multipartSignedMultipart = (Multipart) currentlyDecrypringOrVerifyingPart.getBody();
                    BodyPart signatureBodyPart = multipartSignedMultipart.getBodyPart(0);
                    Log.d(K9.LOG_TAG, ""signed data type: "" + signatureBodyPart.getMimeType());
                    signatureBodyPart.writeTo(out);
                } catch (Exception e) {
                    Log.e(K9.LOG_TAG, ""Exception while writing message to crypto provider"", e);
                } finally {
                    try {
                        out.close();
                    } catch (IOException e) {
                        // don't care
                    }
                }
            }","[('11', 'release', 'out')]","[(3, 'acquire', 'multipartSignedMultipart', 'Multipart'), (4, 'acquire', 'signatureBodyPart', 'BodyPart'), (6, 'acquire', 'out', 'out'), (11, 'release', 'out', 'out')]"
"@Override
            public void run() {
                try {
                    Multipart multipartSignedMultipart = (Multipart) currentlyDecrypringOrVerifyingPart.getBody();
                    BodyPart signatureBodyPart = multipartSignedMultipart.getBodyPart(0);
                    Log.d(K9.LOG_TAG, ""signed data type: "" + signatureBodyPart.getMimeType());
                    signatureBodyPart.writeTo(out);
                } catch (Exception e) {
                    Log.e(K9.LOG_TAG, ""Exception while writing message to crypto provider"", e);
               
                }
            }",[],[]
